source_id,teff_gspphot,logg_gspphot,mg_gspphot,mh_gspphot,radius_gspphot,distance_gspphot,lum_flame,mass_flame,age_flame,evolstage_flame,ag_gspphot
2950113598541387776,4233.68,4.6519,7.323,0.2503,0.656,78.6492,0.124630004,0.6598503,13.228262,306,0.393
2959177048983750016,6257.9385,4.1958,3.6397,-0.2185,1.3571,476.7407,2.5573106,1.1940272,3.321972,268,0.0268
3070964117005860736,5507.553,4.3449,4.7201,-0.6478,1.0893,255.7128,0.9924893,0.8973148,13.4449625,366,0.0022
3080104185367102592,7675.4897,4.0561,2.0047,-0.2621,1.939,349.5202,10.767454,1.7070688,0.91384804,200,0.06
3113201890547554432,5909.4243,4.2856,4.3015,-0.2447,1.1247,693.4042,1.4718328,1.0331068,6.3400292,326,0.0406
3167323052618369408,6292.619,4.1681,3.6059,-0.3822,1.3683,401.4178,2.7108836,1.2098565,3.1802661,263,0.0035
3219847066672970368,,,,,,,,,,,
3241295308714904960,5684.304,4.0464,3.8538,-0.2026,1.4994,45.6143,2.1075504,1.0065254,10.423868,436,0.0002
3265335443260522112,,,,,,,,,,,
3301771025223950336,6280.154,4.1274,3.5044,-0.3705,1.4419,45.131,2.8837008,1.2216223,3.3195536,274,1e-04
3369841304767966976,5733.049,4.5085,4.9586,-0.1278,0.8829,212.6807,0.7515191,,,,0.1478
3464620139089832960,5584.7417,4.1514,3.8428,-0.5043,1.5792,441.0241,2.2044895,1.0050265,10.771648,453,0.0625
3475360576690175616,,,,,,,,,,,
3498553232585634816,5886.264,4.0765,3.2963,-0.3061,1.8039,802.3271,3.4804049,1.1527252,6.2077904,429,0.1263
3526198184723289472,,,,,,,,,,,
3578783977588991360,5671.689,4.5803,5.2251,-0.2158,0.8013,268.6584,0.62070805,,,,0.1354
3598004677793811584,5647.873,4.5125,5.0612,-0.1121,0.8688,298.7905,0.7392549,0.97923255,2.243781,171,0.0859
3637481302758519040,,,,,,,,,,,
3641698032930553088,,,,,,,,,,,
3650718804281798912,5332.535,4.4697,5.3078,-0.3459,0.8874,31.8856,0.56531805,0.864678,9.6579,299,0.0
3683121446312149504,4309.083,4.6714,7.2367,0.7475,0.6507,128.5075,0.13582653,,,263,0.5144
3767805209112436736,4416.3687,4.6037,6.8584,0.4061,0.7168,86.2445,0.17923413,0.6968689,,357,0.3651
3823126385045210880,5868.3896,4.149,3.5216,0.0108,1.6216,103.0123,2.7997472,1.0968732,7.335819,419,0.002
3864142669886768896,3325.988,4.9506,10.5,-0.174,0.3148,111.4915,0.010232304,,,,0.5593
3868603212468513280,3168.9563,4.9583,11.0526,0.0167,0.2973,203.1467,0.0072005815,,,,0.5511
4130539180358512768,5032.537,4.4612,5.6586,-0.5475,0.8691,156.018,0.4357185,0.8052671,,425,0.3654
4207586980945067648,5267.067,4.2285,4.6544,-1.1218,1.2492,133.2058,1.0425043,0.9131372,12.719518,359,0.8601
4283597937777249408,5605.875,4.0915,3.648,-0.6795,1.7228,919.121,3.1680913,1.1126119,7.4094815,462,1.599
403141126645929728,,,,,,,,,,,
2132709613336959744,,,,,,,,,,,
2132768956904826624,,,,,,,,,,,
2132808608042844160,6043.7036,4.1058,3.5733,-0.1047,1.4998,1186.1292,3.180434,1.1449364,6.0244946,396,0.12
2132885161540029952,6101.9355,4.1195,3.3587,-0.3411,1.6302,250.6952,3.339817,1.250736,3.9252138,324,0.0051
2133352385261516928,4874.645,4.4491,5.7631,-0.3873,0.8963,825.6749,0.40553775,,,408,0.2256
2133476355197071616,4416.4536,4.633,6.95,0.7164,0.686,75.4007,0.16217501,0.690276,13.238278,301,0.4091
2133767931937168512,5207.171,4.3285,5.0309,-0.9039,1.073,903.6581,2.4768434,1.0002002,11.442389,483,0.0151
2134837069559538176,5048.3677,4.5691,5.9596,-0.0827,0.7468,404.6902,0.33642715,0.84523135,1.2437003,123,0.083
2134907747540447232,4624.942,4.5638,6.4215,0.1194,0.7619,761.2828,0.24526379,,,383,0.0952
2135002576119495936,6314.268,4.193,3.4066,0.0443,1.4734,525.9993,3.1415188,1.2460063,3.1277752,271,0.065
2220012421430629632,3176.5784,4.3444,10.543,-1.0482,0.3344,20.6148,0.00967554,,,,0.0005
2262322556576778752,5968.3804,4.255,3.9375,0.1334,1.2882,543.8995,1.9445316,1.0941286,5.796033,342,0.071
2266490873877571712,4726.0034,4.5641,6.329,-0.0658,0.7483,90.9606,0.25170594,,,302,0.0105
2356241774669130880,,,,,,,,,,,
2498140931418172416,3253.5767,4.9771,10.8947,-0.1656,0.2841,48.6015,0.008251376,,,,0.0012
2514360548993901312,4959.1,4.547,5.8357,0.4202,0.8254,121.6342,0.3725786,,,392,0.0711
2630155547353593216,,,,,,,,,,,
2667434008056899712,4799.426,2.9863,2.137,-0.2528,5.0433,151.2085,10.7105055,1.1415277,7.339706,764,0.0028
2726339892542980864,5735.602,4.0864,3.8989,-0.1625,1.438,501.7495,1.9434861,1.0014607,10.281376,417,0.0547
2835207319109249920,5662.524,4.3077,4.3258,-0.187,1.2148,15.5181,1.3738763,0.9423888,12.131496,397,0.0
2966316109264052096,,,,,,,,,,,
2984582227215748864,5410.338,4.5279,5.2956,0.0858,0.856,74.7663,0.5664555,0.9153163,3.8681455,194,0.1115
3311804515502788352,,,,,,,,,,,
3332911492327546368,5270.3755,4.4419,5.1286,0.173,0.983,46.5508,0.6714253,,,358,0.0
3409711211681795584,,,,,,,,,,,
3582392123779246336,4922.3745,4.51,5.8382,-0.0116,0.8409,225.5687,0.37501988,,,397,0.0038
3596003497911958528,5425.3164,4.4885,5.1755,0.0264,0.8999,186.6299,0.6859999,0.87535965,11.351515,327,0.0764
3613442989278322432,5477.443,4.4016,4.9025,-0.3704,1.0069,648.1721,0.83074677,0.8698057,,348,0.0008
3614661419960402944,5607.1523,4.4512,5.0695,-0.2419,0.8829,540.5427,0.7322406,0.9689105,2.9487753,189,0.0536
3620030644476623616,4636.2544,4.647,6.5776,0.6768,0.7041,175.5964,0.22094157,0.72428125,,298,0.224
3652176997218325888,5660.4165,4.3606,4.6437,-0.6271,1.063,377.2762,1.0427802,0.93812263,9.948334,323,0.002
3767281845873242112,,,,,,,,,,,
3786541956697681664,,,,,,,,,,,
3811002791880297600,,,,,,,,,,,
3811760011794444928,,,,,,,,,,,
4017860992519744384,3228.1418,4.0089,9.5547,-1.2188,0.4939,9.7782,0.022784673,,,,1e-04
4048037707717866880,,,,,,,,,,,
4048636941542753152,,,,,,,,,,,
4050284898932499072,5361.207,4.4373,5.1844,0.0863,0.921,62.9747,0.63447833,0.84841496,13.342033,325,0.0331
4056443366649948160,5676.5703,4.3606,4.7265,-0.1735,1.0034,968.4252,1.4014424,0.9494357,11.755191,392,1.0005
4201307051566729984,5229.077,4.3914,4.9614,0.1722,1.0822,48.1982,0.7880669,,,365,1e-04
4246124829130366848,5085.218,3.1383,1.8294,-0.4207,4.9577,73.189,14.475202,1.7700328,1.6589601,539,0.0667
4247023886053586304,4487.138,4.5541,6.5568,0.2735,0.782,12.7116,0.22276531,,,363,0.0
223158499179138432,3185.7817,4.095,9.4103,-0.7855,0.5711,35.2218,0.028035898,,,,1e-04
289464440515102976,5346.0684,4.497,5.2926,-0.0027,0.8793,193.3133,0.5651513,0.87374455,8.56035,285,0.0657
316706322857704960,5420.8564,4.4052,4.967,0.2299,0.9891,429.0562,0.7907445,0.86700475,,355,0.1431
354077348697687424,3731.8298,4.5866,8.2171,-0.2263,0.6198,11.9665,0.06640145,0.5750225,13.3175,254,0.0008
359058441314838528,,,,,,,,,,,
404433018447476096,5310.2046,4.6051,5.5893,0.068,0.7809,174.2885,0.44097808,,,,0.155
412783469966211456,5047.193,4.4938,5.5593,0.2684,0.8951,52.3833,0.47011995,,,450,0.0016
428360006379022592,5603.795,4.1606,3.7927,-0.3469,1.5823,357.1046,2.290934,1.0196339,10.197275,452,0.3474
2132939037609090816,5879.5757,4.1593,3.6369,0.2896,1.5216,1756.7655,3.0781596,1.1098671,6.998032,418,0.1566
2133022669212268800,5750.139,4.3566,4.6703,-0.2372,1.0048,868.3636,1.0642838,0.97095543,7.352804,311,0.0948
2133080462292772096,5650.736,4.2108,3.9534,-0.2398,1.4505,1503.1586,2.1003792,1.0030198,10.6680155,443,0.0178
2133215461704521088,4995.016,4.542,5.8318,0.1649,0.8121,697.3549,0.3642267,0.7912384,12.278746,302,0.1114
2134719834131370496,5842.564,4.5118,4.9154,-0.284,0.8685,355.2111,1.6688081,1.0165448,8.5519495,366,0.0804
2134894690840101376,5866.7915,3.7497,2.528,-0.0651,2.5765,1941.5524,6.7393827,1.3836567,3.4084032,438,0.3516
2134932314753757312,5728.9023,4.4435,4.8754,-0.5223,0.9288,415.3153,0.85065377,1.0118576,1.8109775,164,0.0006
2134935544568504832,5564.3784,4.4065,4.799,-0.1656,1.0176,1083.3851,0.90093553,0.8900307,12.867509,344,0.0243
2134972275129562752,4580.604,4.6408,6.7281,0.1282,0.6804,614.9449,0.21624151,0.719669,12.392258,330,0.1145
2135052298959703296,4246.83,4.696,7.5305,-0.1322,0.5844,359.8955,0.099313945,,,,0.2497
2135237601028549888,5026.9126,4.5567,5.776,0.3817,0.8164,601.2761,0.44449282,,,417,0.0801
2135301441422463360,3908.9067,4.6369,7.9697,0.2098,0.6243,297.4114,0.08305183,,,340,0.5035
2135550755683405952,5665.8633,4.2665,4.1843,-0.2936,1.2995,21.1208,1.563178,0.9555838,12.00289,396,0.0
2160951157908163968,5035.6104,4.5364,5.8127,0.1539,0.8029,37.9228,0.37588373,0.7959258,12.370863,299,0.001
2263568371970517120,4399.956,4.6016,6.8695,0.497,0.7218,376.5274,0.18384916,,,378,0.7311
2345744256122307584,3365.5586,3.9523,8.9051,-1.3277,0.5809,54.7159,0.037896544,,,,0.0002
2473055951588089088,,,,,,,,,,,
2613822710144971776,5146.9478,4.4589,5.5053,-0.5059,0.8829,480.9108,0.5044015,,,336,0.0048
2621545958991110144,4708.8257,4.4965,6.1052,-0.0866,0.8442,333.5319,0.29084504,,,364,0.0567
2832463659640297472,7266.412,4.066,2.8413,-1.5616,1.5085,40.84,5.701624,1.5069611,0.63755155,150,0.0
2841043011433969152,4475.983,4.6048,6.7569,0.4982,0.7206,114.8588,0.19546805,,,305,0.2892
2984582227215748224,,,,,,,,,,,
2993658970584498048,5009.576,4.5667,5.8595,0.2802,0.7968,60.002,0.36535963,0.7881995,13.171563,301,0.0928
2996776253547606656,6273.4175,4.1769,3.5895,-0.252,1.3836,438.7604,2.6449826,1.2016808,3.293382,267,0.1129
3020494716521521152,5468.6514,4.2446,4.2678,-0.329,1.355,1308.4227,2.6462038,1.0421134,9.695705,473,0.5948
3034394776886475520,6401.2827,4.1835,3.4447,-0.5266,1.4351,548.374,3.1781518,1.2587521,2.7200541,252,0.3148
3219851121121855872,,,,,,,,,,,
3288082758293022848,,,,,,,,,,,
3380479015342121600,5934.8613,4.2335,4.2399,-0.4457,1.1544,31.028,1.4761878,1.0440106,5.6893325,316,0.0
3394923127797114496,6580.8594,4.0741,2.8671,-0.2834,1.7571,659.1953,5.167607,1.4006908,2.2025685,253,0.4527
3402798414192387328,5487.724,4.4021,4.9709,-0.6776,0.9789,31.606,0.77414966,0.87963134,12.169624,329,0.0
3405720400701167104,5619.685,4.4925,5.0496,-0.0912,0.8836,267.4825,0.7136719,0.94568026,4.639566,231,0.7299
3465357945752055040,5368.184,4.3461,4.8149,-0.4955,1.1021,568.9733,0.9337199,0.8879769,,365,0.0587
3478160727866058368,3580.5154,4.7611,9.0791,-0.0756,0.4812,9.0646,0.03418508,,,,0.0
3562427951852172288,2929.8123,5.105,12.8272,-0.2341,0.1742,26.8783,0.0020104735,,,,0.0003
3676684252407983488,5909.116,4.0926,3.7875,-0.2917,1.4301,558.6192,2.080606,1.1126635,5.564268,342,0.0069
3693358792919145600,,,,,,,,,,,
3697972721667206144,4680.1055,4.566,6.3274,0.1965,0.7672,194.982,0.26440915,,,403,0.0249
3700937760929835648,3900.731,4.6507,8.0769,-0.2322,0.5782,143.6424,0.06568793,0.5800355,10.50945,246,0.3283
3721126409323324416,5744.542,4.0111,3.6808,-0.2283,1.5882,31.4918,2.449702,1.047535,8.957806,435,0.0
3735000631158990976,3038.983,4.2507,10.5074,-0.7116,0.4105,8.0817,0.012900602,,,,0.0
3793743895297313408,5591.3584,4.3349,4.5647,0.254,1.1111,196.3729,1.0915221,0.91592497,12.545574,377,0.069
3798552815560689792,,,,,,,,,,,
3808410933735817472,4941.959,3.1615,1.9623,-0.1184,4.9733,132.6147,13.736766,1.5141478,2.7037275,602,0.0973
3810098271767907840,4627.992,4.5916,6.6347,-0.185,0.6904,246.9293,0.19273232,0.7261502,8.611975,199,0.0811
3994047048130880384,3161.7708,4.2778,10.0052,-0.7497,0.4433,35.7168,0.01811794,,,,0.0017
4081376064109034496,4570.594,4.5808,6.6886,-0.2083,0.6965,145.5101,0.1924965,0.72616684,8.62819,199,0.1319
4223507222112425344,,,,,,,,,,,
4284680029006075648,5176.6733,3.6728,3.2757,-0.1807,2.4327,718.0322,3.92005,1.2497952,4.9502482,496,0.7917
348020242217448576,,,,,,,,,,,
2132657390834750976,5495.5415,4.4979,5.2992,-0.2423,0.8282,592.7984,0.5932102,0.950323,1.1611347,132,0.1278
2133285383772329344,5859.839,4.1313,3.9893,-0.3542,1.3249,998.7678,1.8681817,1.0278479,8.460232,376,0.0108
2134933208106983168,5218.3145,4.3771,5.1207,-0.5794,1.0212,685.4592,0.6997398,,,360,0.0067
2135301338343246848,5880.557,4.3603,4.5689,-0.3349,1.0072,528.6606,1.1199863,1.0482078,2.7964258,214,0.001
2222540228723911168,3018.3457,4.2589,10.6705,-0.7339,0.3897,15.9997,0.011298535,,,,0.0
2299101254886404608,6145.8013,4.2273,3.9115,-0.3314,1.2463,274.7913,2.0216014,1.1408902,3.6001854,277,0.0004
2358524597030794112,,,,,,,,,,,
2367734656180397952,4536.811,4.5701,6.5192,0.4653,0.7709,34.5302,0.22591278,,,360,1e-04
2376225982619175424,,,,,,,,,,,
2462426800883156480,,,,,,,,,,,
2507901914613201024,6121.359,3.9625,2.6936,-0.0657,2.1805,351.3661,5.6173368,1.409046,2.9822483,325,0.0694
2511794495013074048,5877.3457,4.0654,3.212,-0.1079,1.8703,31.7939,3.7359543,1.1695888,5.9267197,434,0.0
2621784209417087360,5626.5566,4.1556,3.7657,-0.3128,1.6001,576.3694,2.3130279,1.020723,10.070245,451,0.0068
2658974606111711488,,,,,,,,,,,
2979590513145784192,3257.2832,4.1827,9.5345,-0.9377,0.4944,11.9395,0.02494581,,,,0.0004
2984391358868786816,3695.646,4.5906,8.3255,-0.344,0.6027,90.964,0.05881831,0.5609482,12.81139,200,0.2684
2986593268342544768,4852.9556,3.0902,1.8697,0.0022,5.4404,104.4682,14.896121,1.3419186,4.110294,751,0.0637
3026325426682637824,5284.5806,4.3978,5.1023,-0.4553,0.9996,363.4703,0.6999762,,,355,0.0785
3056551894686671616,5799.9585,4.265,4.1052,-0.3761,1.2854,49.1812,1.6730827,0.99953926,9.506552,382,1e-04
3105404467618982272,4679.2373,4.5517,6.2392,0.4653,0.8022,583.6345,0.28860423,,,406,0.1109
3285426613077584384,6553.3047,4.1044,3.075,-0.3114,1.612,43.2153,4.2787147,1.3468767,2.281463,245,0.0
3342228616422593664,6333.0283,3.8857,2.2624,0.0429,2.4751,275.8233,8.845214,1.5693239,2.1001167,291,0.008
3409148746676599168,5621.2837,4.5346,5.0069,0.1353,0.8955,89.2171,0.7198134,0.98604053,1.3234781,143,0.1016
3483636295773117440,5540.3286,4.395,4.904,-0.024,0.9719,587.4797,0.85737664,0.8916027,12.15845,330,0.1113
3540018633568783488,5739.007,4.3903,4.6629,-0.4939,1.0197,284.6393,1.0991704,1.062986,1.7342185,173,0.0021
3552000252294347392,3611.5488,4.3729,8.2761,-0.7801,0.6441,18.7452,0.06394974,0.57179207,13.136341,245,0.0005
3581264372742210048,,,,,,,,,,,
3584074376569429248,5292.9224,4.4313,5.1158,-0.0571,0.9808,34.0188,0.678766,,,353,0.0
3596508242468505216,4164.708,4.6558,7.4511,0.2762,0.6507,106.7139,0.118547484,,,316,0.4302
3600851450836925312,5383.1523,4.5378,5.3943,-0.0195,0.829,170.2041,0.5302578,0.9219184,1.8012127,144,0.0882
3608139421926380544,5643.094,4.2829,4.2448,-0.1958,1.272,609.1818,1.4498829,0.93496716,13.172404,409,0.0184
3643098875168270592,5329.848,4.4377,5.1529,-0.2191,0.9526,213.9977,0.65773135,0.8564872,13.076613,349,0.0715
3790858845506203264,4492.553,4.5783,6.6227,0.5032,0.7579,492.894,0.21239103,,,333,0.2461
3794167001116704000,,,,,,,,,,,
3865287467650348928,5724.1177,4.2575,4.3809,-0.1349,1.1531,471.2099,1.3515313,0.9604959,10.571154,370,0.0741
3895843479901597440,4474.944,4.6018,6.739,0.503,0.725,462.2777,0.1825159,0.70062697,12.20602,280,0.1772
3909373932553827072,4654.1484,4.5308,6.2962,-0.0575,0.7926,448.4163,0.24519531,,,357,0.0288
3962403923821595264,4757.89,4.5646,6.2062,0.264,0.7769,126.1984,0.2716426,0.7615561,11.075096,334,0.0174
3995918691799173248,4895.3643,3.231,2.2403,-0.0132,4.4827,96.9845,10.325288,1.2914354,4.668666,727,0.1412
4078733014274957184,5060.4688,4.3862,5.3599,-0.667,0.9838,299.5582,0.58250505,,,348,0.282
4216059714460162944,4750.4204,4.5163,6.074,0.0487,0.8292,42.6161,0.31650105,,,391,1e-04
4255957040079935488,5279.8193,4.095,3.8478,-0.3004,1.7785,921.869,3.214867,1.1300853,7.1857667,482,1.7464
4287832775526476800,4786.036,4.4248,5.766,-0.3255,0.9387,320.8245,0.40952432,,,409,0.8937
76868614540049408,,,,,,,,,,,
430269136520563200,6153.87,3.9061,2.4522,-0.0213,2.4057,597.3602,6.8444595,1.475242,2.6341627,320,0.8374
490410811948906752,,,,,,,,,,,
601199802584914816,6072.5317,4.1494,3.4773,-0.2987,1.5575,511.5685,2.9934971,1.2180429,4.2527575,329,0.0056
747266452000257280,,,,,,,,,,,
753585104807022080,,,,,,,,,,,
777254360337133312,5763.587,4.2777,4.15,-0.2491,1.2709,13.8966,1.6109413,0.9863498,10.094547,388,0.0
797597524475897600,5321.732,3.3381,1.7201,-0.1013,4.6501,122.0522,16.596292,1.9485575,1.2564836,484,0.2387
806492023788937216,4215.1367,4.6415,7.3433,0.2144,0.659,183.442,0.16125625,,,315,0.254
2391838429257482496,5817.9634,4.2212,4.2412,-0.2431,1.1946,46.8463,1.4670125,1.0095901,8.126084,350,0.0
2551946391916754176,5646.971,4.2663,4.1877,-0.2573,1.3052,302.1252,1.6147178,0.9549816,12.248212,402,0.0009
2595360574179855104,5253.4624,3.3525,1.9684,-0.104,4.3003,109.4515,13.005231,1.8002567,1.5872265,499,0.2087
2601048588348190976,4466.246,4.627,6.9876,-0.1337,0.6491,177.6433,0.15091708,0.7171521,0.22184227,101,0.157
4535299582695351424,5046.78,4.5234,5.7564,-0.0668,0.8199,355.3402,0.3974167,0.7980925,12.706788,323,0.171
4593808272896243328,5626.285,4.3413,4.5102,-0.2876,1.1341,516.5662,1.1667331,0.9204489,12.670714,378,0.0024
4672607178880426624,5615.044,4.3099,4.5248,0.1307,1.1215,299.9813,1.1326275,0.91642016,12.7846,378,0.1798
4955371367334610048,6311.6724,4.2654,3.7234,-0.134,1.2809,122.4908,2.336191,1.1969767,2.4120953,221,0.0006
5524780333100885888,6749.451,4.0984,2.8054,-0.1477,1.713,350.5893,5.523348,1.4345785,1.8144224,232,0.0426
5574766468155514752,5513.092,4.1184,3.5828,0.1461,1.8072,285.7943,2.758361,1.0691531,8.706189,466,0.0556
5583831735369515008,,,,,,,,,,,
5851616143098057472,4379.177,4.5736,6.8355,0.1703,0.7408,812.4921,0.14132115,0.6969155,3.511213,145,0.8077
6048608906890968960,3527.252,4.0496,7.5531,-0.5824,0.9853,136.399,0.1249567,0.65982676,11.427785,240,0.8516
6048935358761628288,4994.854,4.2009,4.9166,-0.9904,1.2499,136.1674,0.86984056,,,357,2.6466
6160877943251930368,5425.766,4.4758,5.1508,-0.0458,0.9105,162.2779,0.6530069,0.8824787,9.73076,305,0.074
6169943210465504384,4739.74,2.8473,1.8785,-0.227,5.8378,64.0652,15.3014345,1.1706064,6.7249837,798,0.0109
6214868495365748096,5841.4673,4.5127,4.7032,0.0986,0.9486,85.0342,0.9398236,1.0596753,,103,0.1363
6259263137059042048,5565.041,3.9952,3.755,-0.0731,1.6348,304.3943,2.3868115,1.0254409,10.05919,458,0.1485
6441034841743467776,,,,,,,,,,,
6454954010413575296,5721.8555,4.0654,3.8155,-0.1041,1.4995,50.5923,2.1434352,1.0166025,9.931296,430,0.0006
6529471108882243840,,,,,,,,,,,
6561908626047094144,5640.446,3.9837,2.9798,-0.0046,2.2677,75.6252,4.590875,1.2673136,4.5403852,455,0.071
6710517793025165696,5711.9224,4.2386,4.3221,-0.0709,1.1899,187.4957,1.3722727,0.9589688,10.824465,363,0.0073
6828814283414902912,4838.3594,4.5765,6.0993,0.413,0.7799,135.2312,0.30262995,0.7725799,11.702368,358,0.0732
6830027182179257472,4978.2236,4.5301,5.9085,-0.2177,0.7932,28.6146,0.34668374,0.7849677,12.580795,293,0.0
55752974765291264,,,,,,,,,,,
55994798604873216,5348.4697,4.5377,5.5661,-0.2448,0.7787,249.569,0.46482494,,,,0.2286
623408253837371392,5540.8823,3.8913,3.3433,0.0698,1.9949,73.4901,3.07119,1.1201533,7.4304767,480,0.0663
661222279785744512,4270.551,4.3783,6.491,-0.3441,0.9267,192.6855,0.245458,,,347,0.1025
661598415839633024,4802.8735,4.5772,6.3011,-0.0121,0.7254,121.8474,0.25930265,0.7743903,6.922293,201,0.0748
726500525642401536,5585.5815,4.2548,4.2918,-0.6316,1.2866,315.9097,1.4809592,0.92794985,,410,0.0025
772430527947893632,,,,,,,,,,,
788340461203094912,,,,,,,,,,,
845335158256083584,4944.016,3.0703,2.1743,-0.2985,4.5194,119.667,11.571917,1.5504609,2.496614,570,0.0011
846946629987527168,5280.567,4.395,4.9367,0.1308,1.0692,81.1877,0.8007786,,,358,0.0341
852857845015534080,6083.673,4.4371,4.249,0.0988,1.073,155.698,1.467348,1.1222835,1.7032012,181,0.0982
955758320761687680,5502.319,4.1982,4.3373,0.1899,1.2779,47.0554,1.3348286,0.9189808,,419,0.0009
2435647095676990592,5730.752,4.285,4.4534,-0.1281,1.1143,257.4099,1.2345874,0.96855545,9.323538,331,0.0522
2556428551067486720,,,,,,,,,,,
2580848395082660992,5221.7593,4.431,5.2164,-0.1486,0.9694,484.5927,0.6331972,,,353,0.1623
4423234437011769472,5321.25,4.5427,5.5436,-0.1117,0.796,77.2719,0.45666882,0.90896463,,102,0.1235
4525545299652540672,5399.5435,4.2331,4.1359,0.1676,1.4645,194.5996,1.6574085,0.9321911,,442,0.0849
4620009665047355520,3118.968,4.1624,9.8621,-0.7293,0.5033,37.36,0.021492703,,,,0.0061
4621607053580909568,5980.3516,4.2848,4.2014,-0.2248,1.148,68.1699,1.5110868,1.0628812,4.80733,303,0.0003
4642472794978268800,5536.5703,4.4235,5.0284,-0.1483,0.9211,41.8961,0.6918984,0.9421069,4.4790215,226,0.0002
4657193606465368704,5150.351,4.5089,5.7408,-0.7086,0.7933,26.4194,0.39627284,0.8613382,3.1210747,164,0.0
4678664766393829504,,,,,,,,,,,
4745373133284418816,6006.4995,4.2437,4.058,-0.2154,1.2154,17.3537,1.741391,1.0773224,5.3734474,323,0.0
4747624104168195072,5953.785,4.023,2.9884,0.0217,2.0105,76.7562,4.540749,1.2344004,4.8106437,423,0.0003
4770828304936109056,,,,,,,,,,,
4774301387290235136,5471.964,4.2523,4.5027,0.2603,1.1989,55.4302,1.1615499,,,359,1e-04
4792774797545800832,7938.053,4.2095,2.3358,-0.3739,1.5744,19.8294,8.798869,1.6754763,0.44897932,146,0.0
4799563663371481344,5691.292,4.4279,4.9605,-0.3636,0.9006,69.1593,0.7678878,1.0128471,0.29925874,109,0.0321
4821739369794767744,4003.0696,4.6764,7.8801,-0.0179,0.5959,215.9114,0.08300847,0.61624604,8.172722,223,0.2978
4906145613282734208,5821.203,4.3277,4.4257,-0.0893,1.0904,337.4406,1.2549675,0.99558014,7.2217646,326,0.0009
4984244302162168704,6002.567,4.2277,3.8462,-0.4351,1.3519,55.3108,2.1206393,1.1192328,5.379913,339,0.0
5001098681543159040,,,,,,,,,,,
5566108398204103424,5565.2153,4.3282,4.6447,0.1835,1.0876,198.9025,1.0069258,0.94071007,9.683682,359,0.0535
5917212800626605824,,,,,,,,,,,
5925209583053212800,,,,,,,,,,,
5971244451311982336,22974.4,3.5487,-4.0336,0.2896,9.7464,293.1035,,,,,0.1544
6000000322464144896,5856.745,4.2158,3.7994,-0.0498,1.4351,56.5197,2.1655316,1.0480808,8.302241,398,1e-04
6004107513791584512,,,,,,,,,,,
6070080754075553792,10146.832,4.2348,1.5063,-0.9466,1.6553,109.1629,25.86409,2.241597,,104,0.2777
6083860761505899904,5847.085,4.1878,4.1453,-0.3049,1.2381,37.6375,1.6031302,1.0311164,7.631313,352,0.0
6127982342061605120,5574.979,4.2731,4.1901,0.0826,1.3302,393.8259,1.5581927,0.9336593,,419,0.039
6224633983987510528,5726.2925,4.4013,4.7178,-0.504,0.9994,51.3822,0.96068877,0.98205256,5.4651704,280,0.0
6226694571859532800,5619.5156,4.1755,4.1959,0.0598,1.3037,26.2196,1.5120535,0.9390316,13.027181,407,0.0
6307338080392893696,5569.283,4.2244,4.3609,0.1124,1.2307,414.5197,1.3304404,0.91935027,,415,0.1531
6748283784056800384,4570.5166,4.5503,6.6124,-0.372,0.7212,19.5451,0.20341805,0.72376835,11.013615,283,0.0
6770721346051487872,5036.0527,3.3443,2.2541,-0.1001,4.1493,106.8738,9.546991,1.5201945,2.6477218,543,0.1349
6771939433131924096,,,,,,,,,,,
6780546169634170496,6077.9014,4.1197,3.4132,0.1965,1.5784,206.1713,3.139491,1.2318325,4.136429,329,0.0458
603087247436468608,6256.9287,4.1882,3.5259,-0.387,1.439,360.7051,2.8339596,1.2148573,3.4505854,280,0.0503
604215144503584640,,,,,,,,,,,
604911375882674560,,,,,,,,,,,
609814922864694400,4765.6255,4.5558,6.1844,0.1512,0.7806,320.4691,0.28419933,,,391,0.0267
649852779797683968,,,,,,,,,,,
651370037123678080,5492.3477,4.516,5.3486,-0.2678,0.812,345.8004,0.5661408,0.95425963,,101,0.0873
661453074146753152,5634.179,4.1789,3.854,-0.3102,1.531,655.0945,2.2990015,1.0188926,10.188737,449,0.0031
663843446785837952,,,,,,,,,,,
686996756484129664,5634.476,4.3398,4.4552,-0.1078,1.1546,48.4673,1.2064497,0.92596674,12.464135,377,1e-04
818464227945910016,5025.682,2.6884,0.2427,-0.1788,10.5301,86.2236,61.410107,2.7004812,0.5028625,575,0.2093
898130030131443584,6146.142,4.2521,3.8651,-0.1311,1.2639,450.796,2.104298,1.1464587,3.7311184,284,0.0052
959971546241608576,6015.399,3.9718,3.272,-0.2868,1.7406,83.9385,3.7149866,1.1839085,5.3899665,399,0.0107
2438623297559630592,5717.064,4.2959,4.493,-0.1147,1.0999,353.6656,1.1321273,0.95867217,9.08977,296,0.0682
2439325924144650368,5305.522,3.9623,3.8182,0.2688,1.7685,497.0763,2.3624496,1.011274,10.895674,481,0.026
2441013811932929280,6426.0034,3.9684,2.6166,-0.3622,2.0701,267.0569,6.355722,1.4565964,2.344286,278,0.0359
2538051863476537984,5277.1274,4.4752,5.3152,-0.0778,0.9021,177.0202,0.5693286,0.83778703,13.319355,329,0.0192
2552976943549668352,,,,,,,,,,,
